desempleado,edad,sexo,educacion,area,fexp
0,39,0,15,0,249.87796833847977
0,57,0,14,1,182.20441527436415
0,33,0,0,1,328.65464584294386
0,18,1,15,1,137.41062895929218
0,59,0,18,1,56.48610644860343
0,20,1,2,1,140.71534410041022
1,40,1,10,1,361.48505239756133
0,37,1,19,1,82.7494470164527
0,57,1,16,0,290.07701869246335
1,31,1,11,1,142.37843666584536
1,23,0,4,0,214.31461448721603
0,62,1,7,0,68.94058471320295
1,33,1,2,0,101.56618965883422
1,29,0,2,1,85.96525634188905
1,24,0,9,0,146.35818588336474
0,54,0,1,0,326.51932564464454
1,30,0,5,0,230.32132692079264
0,31,1,6,0,168.17351632332787
0,47,1,2,1,112.42015477430819
0,39,0,1,1,244.49305633453233
1,64,1,3,0,227.90666966136484
0,61,0,0,0,107.10204018017009
1,46,1,11,0,171.5951380936565
0,38,0,12,1,173.53956069583836
0,24,1,0,0,316.8266543541733
1,32,0,6,0,238.3695107299805
1,37,0,18,0,53.108503025067606
1,33,0,10,1,135.8501675128163
0,61,0,0,0,306.5104388469114
1,51,0,4,1,111.26443392349015
0,51,1,14,1,58.734138173804126
1,29,0,19,1,376.0076086494619
0,58,1,8,1,248.2265199340513
0,62,1,18,1,95.73990582442234
0,61,0,14,1,94.81359290578186
1,47,1,3,0,128.61809198244055
1,21,0,18,1,117.95568334998862
1,57,0,13,1,246.0332929191567
0,64,1,18,0,332.79788775943547
0,31,0,3,0,104.79620757384666
1,56,0,3,1,173.67740042592447
1,21,1,9,1,85.53055433828044
0,50,0,18,0,192.5142004040667
1,64,0,15,0,210.59094573538448
1,26,1,8,1,291.1991788458027
0,27,1,15,1,148.9464888341044
0,31,0,15,1,355.7486021293154
0,33,1,0,1,226.5790658377937
0,23,1,5,1,183.33017011151838
1,51,0,4,0,268.4343680668866
0,47,1,0,1,254.13528716674355
1,33,1,9,1,314.9399549112353
0,43,0,1,1,151.70073050600183
0,54,0,4,1,280.9395091228365
0,61,0,1,1,270.9106629901381
0,64,0,2,1,58.999364495033426
1,48,0,0,1,395.5499101735507
1,22,0,2,1,336.6534963331282
0,62,0,1,0,355.45259279652805
0,23,0,3,0,356.6733753294959
0,59,0,5,0,127.11071859451631
1,59,0,12,1,230.27538678225002
1,32,1,11,1,352.16161697011285
0,21,0,19,0,345.93971511739926
0,18,0,17,0,183.91190557594024
1,41,0,2,1,95.74858326407136
0,34,1,13,1,139.98347459462593
0,60,1,7,0,328.9465057833441
1,38,1,16,1,74.89884187237978
0,42,1,6,1,197.8757207287891
0,58,1,7,0,351.10319673081693
0,43,1,10,1,139.70914490171123
1,58,0,7,1,349.16229549328926
1,28,0,16,0,152.18413000166322
1,32,1,1,0,134.56208418053978
1,64,0,19,1,279.35965577421695
0,51,1,1,1,238.70774111270666
0,19,1,14,1,251.33784024952294
0,26,1,19,1,155.8612050964395
1,32,1,5,0,351.4216428942283
1,55,0,6,1,252.87364161642688
0,46,0,19,0,178.55086845965454
0,34,0,6,1,163.30539889541768
0,35,1,14,1,332.1750758963302
1,45,1,1,1,153.75559639328011
0,51,1,18,1,263.5813723875165
1,32,0,3,1,139.60021163885816
0,39,1,17,0,288.01731624682213
0,43,1,14,1,155.018604606677
1,50,0,10,0,271.20887704133224
0,54,0,11,1,275.85039269148166
1,18,0,1,0,295.9542500866025
1,38,0,10,1,383.3927377295339
1,24,1,10,1,88.03982605298884
0,30,0,2,0,215.8743948651147
0,49,0,16,1,83.74310421431503
0,61,1,5,0,284.90488960863723
1,48,1,0,0,333.6667003178863
0,58,0,19,1,283.87300432037046
0,22,0,9,1,122.32957094439907
1,63,0,6,0,307.6433175236828
1,42,1,2,1,111.79005181765952
0,54,0,10,1,232.610183614761
1,27,0,6,1,204.6787785639259
1,33,0,8,0,95.567065733058
0,28,0,13,1,229.89522591590622
0,48,1,6,1,365.21165396562844
1,24,1,13,0,313.8174775672115
0,60,1,3,1,215.37260483453028
0,44,0,2,0,126.97525487719115
0,51,0,14,0,269.6839161770862
1,64,0,14,0,186.9596154916447
0,18,0,8,0,347.84593439985855
0,40,0,15,0,395.1796577794572
1,47,1,1,1,359.0464422838791
0,49,1,14,1,263.16647496516396
1,40,0,8,1,116.76877933298299
1,44,1,14,1,50.24599728132977
0,21,0,8,1,120.4476987286465
0,27,1,17,0,126.7438677573423
1,47,1,15,1,254.89288689323155
1,60,0,18,1,193.43588478000544
0,19,1,9,1,294.09234248577854
1,33,0,16,1,132.50179474275802
1,61,1,8,1,180.2133936341157
1,56,0,1,1,337.33295766672876
1,19,0,18,0,55.12540051335428
0,28,1,12,0,254.52512957940675
0,40,1,4,1,205.60130650946337
0,52,1,4,1,180.72073228578876
1,29,1,14,1,132.66970435385917
0,50,1,3,1,181.83145801706198
1,21,0,13,0,210.23174063314983
0,61,0,13,1,240.97340292834895
0,49,0,19,1,71.85197390529012
0,48,0,3,1,147.12072235671866
1,57,1,4,0,222.0949208232353
0,34,1,15,1,156.33174097875298
0,34,0,18,1,278.48419842571496
0,48,1,6,1,265.51194235112416
0,43,1,15,0,395.2415366696217
0,60,0,11,0,237.0555456798916
0,28,0,13,0,376.9260274573371
1,40,1,11,1,276.017823841235
1,51,1,6,1,377.3962806919266
1,56,0,10,0,356.61671541929456
1,42,0,3,0,245.27763030950874
0,48,1,15,1,96.00358914803559
0,61,0,11,1,99.08908462584516
0,32,0,1,1,62.89644177889915
0,57,1,9,1,347.58781815180566
1,25,0,3,0,308.69064882603357
1,37,0,14,1,135.40522922472746
1,29,0,5,1,366.797798717437
0,35,0,19,1,164.10550371004737
0,25,0,14,1,258.46208216619345
0,41,1,3,0,153.4131622011533
0,57,0,15,0,327.4385401877601
1,47,1,12,0,287.69980117049056
0,30,0,2,0,258.9467331791901
0,46,0,0,1,157.709628936424
1,38,0,17,0,74.0498453315772
1,58,0,9,0,241.59450846498152
1,64,0,17,1,154.54254325580985
0,40,1,19,1,205.09308706529848
1,24,1,15,0,237.9009618061536
1,28,0,17,1,60.70469181549819
0,62,0,8,0,300.959713346743
1,33,1,16,1,71.1793315238513
1,49,1,11,0,268.63902785816873
0,41,0,14,1,206.11161836082323
1,34,1,7,1,109.3562522455156
0,49,1,15,1,130.1449812825523
0,44,0,11,1,211.47130761151507
1,44,1,13,0,385.6986989225348
1,33,1,6,0,99.5847889789311
0,48,1,8,0,317.52789980067337
1,60,0,4,0,296.60774781351006
1,19,1,10,1,271.8480602921437
0,39,1,4,1,107.08449194975597
1,52,0,12,0,114.54720761655446
0,44,1,14,1,76.89876497509863
1,35,1,2,1,62.68006977794076
0,60,1,18,1,215.1865545772089
0,33,1,9,0,86.91376304540242
1,47,1,6,0,126.78113436397973
1,48,1,8,1,131.7295230817988
1,46,0,3,0,234.2948534146639
0,64,0,2,0,101.64394582865566
1,52,0,5,1,100.6655785725467
0,27,1,9,0,123.39191895423897
0,60,1,13,1,372.8232107183804
1,31,0,19,0,100.88204959099107
0,45,0,7,0,149.04001858388642
1,30,1,15,1,127.04088430171217
0,18,1,17,1,70.00258856590185
1,39,0,1,1,158.0767288541054
1,22,1,14,1,104.5414955315119
0,52,0,13,0,75.28994988030988
0,41,0,10,0,162.7789354583743
0,32,1,8,1,276.0572629612716
0,46,0,12,0,244.24591359151128
0,43,0,5,0,260.63608978633
0,36,0,11,1,161.24131589151114
1,34,0,4,0,307.08037589320514
0,43,1,11,0,234.12414167407223
0,33,0,15,1,362.8506517849394
0,39,0,1,1,355.1385773484072
0,56,1,4,0,152.78555782083816
1,19,0,5,1,265.10439657055247
0,42,0,19,0,256.90195299861807
1,57,0,3,1,390.2502754020989
1,41,1,0,1,277.04395750244566
0,32,1,1,1,268.11112008442944
0,32,1,9,0,223.33172111103318
0,57,1,12,0,221.05956527844123
1,22,0,7,1,376.17359426303756
0,51,0,18,1,133.9786034489477
0,25,1,8,0,152.421302054131
0,59,1,8,0,181.85294753881706
1,20,0,14,1,359.9765624953176
0,64,0,17,1,343.43296943196225
1,20,1,4,1,216.23796675393857
0,63,1,18,1,215.657905590999
0,33,1,5,1,168.03234201615902
1,34,1,18,1,332.6275184277024
1,29,0,14,1,398.6869817211944
1,39,0,1,1,137.23473943640442
1,35,0,13,1,397.836214628169
1,26,1,17,1,287.21056661083196
1,41,0,8,0,171.87858517113273
1,33,1,6,0,189.76024547435367
1,47,0,12,1,72.16453817721487
0,35,1,1,1,331.01536598860076
1,52,0,3,1,131.34419465154485
0,42,1,12,0,361.6084754879389
1,41,0,3,1,374.64898404748834
0,64,1,8,1,337.271818024816
0,43,1,2,1,304.7699260202328
1,18,0,9,1,170.05285307281645
0,44,0,2,0,233.85973112836672
0,43,0,8,0,197.73326993054124
0,41,1,15,1,212.1374404259483
0,36,1,5,1,134.91150978955045
1,50,0,3,0,367.5668602242899
0,63,1,17,1,170.93237707095366
0,49,0,2,1,388.2876828058188
1,28,0,14,0,97.77193250635239
0,30,1,17,1,156.7942600381122
0,40,1,11,1,199.21538025246417
0,34,0,7,0,56.42183528252161
1,53,0,5,1,272.9334420171406
0,54,0,14,1,241.89649830593788
1,31,1,0,1,51.9784101854298
1,44,1,4,0,282.7047870194191
1,25,1,5,1,167.63611701673992
0,38,0,11,1,89.1183049368918
1,39,0,9,0,183.6924954354436
1,62,1,8,0,116.34487230597755
1,31,0,3,1,299.4542907288916
0,26,1,13,0,206.186167703749
1,48,1,1,1,354.14337774697265
0,52,1,7,1,123.61360942201588
1,22,0,7,1,168.3269910749824
0,55,0,16,1,367.27620330958655
0,33,1,19,1,296.20855423937775
0,60,1,1,1,307.3642322151047
0,36,1,1,0,248.07460042498545
1,29,1,12,0,58.407370131777405
0,49,0,8,1,166.38081041023946
0,20,1,0,1,338.0482314899512
0,31,0,15,1,258.9402297074053
0,39,1,16,1,112.14615325072573
0,20,1,19,0,200.74810748618017
1,34,1,10,1,253.4761233706663
1,61,1,7,1,116.7297153359086
0,64,0,9,1,144.41976502047373
0,55,1,0,0,264.65114953971545
0,30,1,10,0,107.00062753983863
0,49,0,13,0,396.00572843306776
1,24,0,0,0,357.0986431538735
1,19,0,14,1,326.5001500337824
0,55,1,11,0,145.69541095696923
0,60,0,18,1,188.1526852179046
1,52,0,10,0,237.3144807452396
0,34,1,1,1,339.06246108671155
0,53,0,5,1,208.88035240887874
0,39,1,18,1,131.74445310110062
0,51,0,9,0,213.90138549837394
0,21,1,2,1,246.3028631343037
1,41,0,16,1,197.72842096182575
0,62,1,1,1,260.29720721622493
0,54,0,12,1,141.25894126945516
1,61,0,13,1,290.9201022002205
1,42,1,10,0,104.0562603817142
0,45,1,11,1,131.75021896374886
1,36,0,3,1,166.65219515874435
0,44,0,14,0,146.34449616622027
0,29,0,2,1,171.50644583108152
0,56,0,7,1,281.7981823673664
1,30,1,6,1,287.40587010891875
0,24,1,10,1,120.12008287701259
1,18,1,9,0,322.60361405052976
1,33,1,8,0,103.75866608899378
0,36,1,10,1,342.5067341388452
1,24,0,15,1,289.88832363754307
1,47,0,6,0,250.06829930937582
1,29,1,11,0,219.3528694269659
0,64,0,17,0,394.90163389614327
1,42,1,10,1,215.4308023134109
0,60,0,12,1,209.32929443041976
1,55,0,12,0,110.20455390881708
1,31,0,6,0,300.44038942350977
1,23,0,7,0,71.42017930610294
0,62,1,12,1,389.86164388622456
0,60,1,14,1,356.63097436814604
0,18,1,0,1,233.91340774802995
1,38,0,4,1,144.46158307799394
0,40,0,0,1,394.41394934185996
0,28,1,11,1,349.6777983456948
1,36,1,2,1,170.4950629370785
0,60,1,13,1,305.10002516997025
1,33,0,3,1,398.3942252235936
0,19,0,5,1,76.09459402484718
0,60,1,4,1,204.30906082512297
1,56,1,6,0,379.1610577245284
0,47,1,17,0,192.57819024627287
0,56,1,13,1,141.736747933731
0,37,0,17,1,66.12745894107701
0,52,0,16,0,254.3872369921117
0,27,0,5,0,60.02556131479683
1,43,0,16,1,399.9973913818939
0,38,0,17,0,104.17437576536746
1,41,1,1,1,342.79985875037414
1,30,0,6,1,55.956964752763085
0,33,0,18,1,399.09735595188914
0,44,0,13,1,167.2295355572802
0,54,1,14,1,389.0630067446503
1,39,1,10,1,215.45564358148047
0,55,0,17,0,52.38135507275137
0,56,1,10,1,381.4824493078955
1,35,0,0,1,319.5397504073967
0,46,0,14,1,313.58655903477984
0,23,1,6,1,146.5534861417041
1,30,0,5,1,118.71485497318213
1,31,0,5,1,125.06738772854828
1,18,1,15,1,52.16355939484808
0,55,1,14,1,97.19584551744097
1,19,1,3,1,333.4396096578876
1,61,1,5,1,302.5808511714215
1,26,0,6,0,170.4455859661202
0,57,0,10,0,63.332677534722606
0,47,1,4,1,114.48494368356604
0,61,1,18,1,353.8202015657212
0,22,1,4,0,106.28458352970392
0,23,0,12,1,315.4376576456046
0,25,1,15,1,138.70237849180705
1,27,0,17,1,304.04620554395234
1,42,0,2,1,212.4785090062786
0,48,1,4,0,137.29112602336795
0,64,1,17,1,274.8020744787857
0,55,0,19,0,104.32408667347636
1,33,1,5,1,176.03840620938257
0,45,1,1,1,369.8118800141171
1,32,1,1,1,193.84181994182043
0,26,0,10,0,354.8708047410454
0,35,0,2,0,228.25508958757274
0,43,1,4,0,272.69590385971287
0,33,1,5,1,153.31745600599385
0,33,0,17,1,121.0675951795385
0,60,0,18,0,258.28279845879183
0,24,1,16,1,289.1425831119593
0,30,1,11,1,265.84942039296084
0,46,1,2,0,388.3873418900259
0,41,1,6,1,340.6585949126774
0,30,1,19,1,202.5526208000972
0,26,0,4,0,58.291892052699446
0,28,0,13,1,91.79851952968055
1,59,0,6,1,101.61522458645588
0,59,1,3,1,219.7252224386283
0,51,1,10,1,163.94898981176308
1,20,0,3,1,396.96778977080993
0,49,1,7,0,132.7891250183585
0,50,1,6,1,230.51816513540032
0,19,1,5,1,324.70481144162716
0,29,1,5,0,335.79704123402917
1,37,0,9,1,356.0257538257922
0,28,0,7,1,295.6052160470478
0,59,1,10,0,309.546368823429
1,25,1,19,1,321.08782000979704
0,45,1,16,1,243.40419973847335
1,47,1,1,0,290.06812212266595
1,34,0,8,1,279.93720897419337
0,51,1,7,1,273.6072174536441
1,24,0,7,1,334.88302334344894
0,49,1,8,1,369.1289159968084
1,31,1,8,1,67.2316839405781
1,24,0,8,0,227.4566535958714
0,45,0,17,0,306.7400912352902
0,50,1,16,1,210.9587532947727
1,29,1,10,1,311.986977819823
0,64,1,15,0,339.2650756598853
0,31,1,14,0,208.2273518617926
1,48,1,4,1,228.89566465953905
0,54,1,2,1,243.68262922566697
1,30,0,3,1,359.5393407183574
0,59,0,8,0,235.9418146916018
1,55,0,1,1,223.2036405020062
0,55,1,18,0,364.74890474631957
1,24,0,5,0,347.62579696617837
0,57,0,10,1,278.9342345141582
1,21,1,2,1,317.4109715951948
1,36,0,7,0,299.1385434860479
0,57,1,19,0,215.6022151663546
1,27,0,11,1,386.43517748880646
0,30,1,15,0,324.6332503094588
0,48,0,4,0,110.34713829112425
0,29,1,3,1,57.16832478427324
0,49,0,8,0,261.0811654180411
0,45,1,13,1,264.05778063509933
0,42,1,1,1,199.48623819581246
1,28,0,10,1,56.933268506326385
1,18,1,7,1,122.20010312422754
1,29,1,1,1,373.56555972382085
0,54,1,12,0,87.58986027385825
0,64,1,14,1,90.09668799561123
0,30,1,8,1,282.76564971905503
0,59,1,3,0,270.9219419129504
0,18,1,4,1,253.99472766144652
0,18,0,3,0,147.66717262394718
0,33,0,7,1,135.0598534469279
0,34,0,0,1,50.7731807207732
1,64,0,2,0,223.9305810105915
0,43,0,1,1,382.680379731218
0,56,1,5,1,160.04504513792517
0,33,1,16,1,74.93358283619753
0,39,1,11,1,211.54492712284446
1,52,1,19,1,77.48203539985303
0,64,1,10,1,134.79355540459767
0,48,0,13,0,71.94697207586734
0,23,0,14,1,383.40173245051835
0,19,0,10,1,118.3975866836275
0,47,0,1,1,99.1873840745337
0,26,1,11,1,160.934233733803
1,19,1,3,1,120.05344780586876
0,60,0,0,0,383.05181905697606
1,47,0,0,1,384.10642742877496
0,52,1,17,1,248.1215462107871
1,49,1,3,1,330.2894889174463
0,59,1,3,1,219.1604254930359
0,32,1,0,1,288.94993622811097
0,42,0,2,0,232.84914163369936
0,51,0,16,1,141.3679778674871
0,43,1,16,1,388.80818433081384
0,41,1,5,1,176.3366542339237
1,27,1,6,0,311.3361858704975
0,32,1,0,1,122.7703601955532
1,42,1,4,1,394.2673152967446
1,19,0,15,0,56.66087657162389
0,50,1,4,1,183.2332991863773
1,53,1,10,1,109.69373436308098
1,34,0,2,1,290.7344994677822
0,21,0,3,0,106.09369791056764
0,39,1,3,0,272.9281275258712
0,58,1,15,1,343.51622598441116
1,28,1,2,1,316.90408448283716
1,36,0,9,0,131.37694613412728
0,40,0,14,1,227.07450130804372
0,56,1,15,1,294.1004032903118
1,50,1,10,1,305.9362132804952
0,21,1,19,1,147.42182994971904
1,34,1,7,0,107.2406646061153
1,35,1,8,1,144.17039506733414
0,56,1,8,1,310.6439596895054
0,63,0,14,0,147.97979505105974
1,34,0,0,1,207.6042517909587
1,25,1,15,0,313.53455475027357
1,39,1,2,0,215.48022497077213
1,33,1,6,1,162.20977374885973
0,26,1,4,1,246.64038364422163
1,23,0,4,0,387.0981754270152
0,44,0,0,1,172.15115693855722
0,45,1,2,1,154.8436133164821
0,63,0,0,1,192.47154466976693
1,29,1,8,1,69.91358316967066
0,36,0,13,1,322.5484749038829
0,19,1,12,1,318.1012562857332
1,41,0,13,0,115.19612402654984
0,41,1,17,1,158.0165614841979
0,34,0,16,0,200.9322168555586
0,49,1,17,1,362.9774669546105
0,25,0,19,1,197.84944555680423
1,18,0,8,0,270.0023616315485
1,59,1,8,1,278.87063213129363
0,41,0,4,1,265.44423521262604
0,18,1,13,1,357.1928264260346
0,51,1,3,0,265.79961913096565
0,42,1,16,0,378.79204973101025
1,55,0,5,1,362.2467177335419
0,45,1,1,1,140.4046078290632
1,33,1,5,1,116.05932567658978
1,59,0,1,1,188.6162792613384
0,45,0,14,1,195.46343608746997
0,21,1,6,0,70.36519313075712
0,33,0,15,0,327.02958770527675
0,41,0,11,0,253.13622178331505
0,41,1,18,1,115.8752900830022
0,53,1,4,1,348.7362044673655
0,49,0,15,0,389.40241751866944
1,26,0,8,0,92.66225475582186
1,49,1,8,1,186.7693813747688
1,35,0,9,1,308.07514730709727
1,41,0,5,1,234.49840802359464
0,22,1,11,0,51.134215439888365
1,53,0,5,1,260.8542275108572
0,60,1,0,0,118.23637766394604
0,30,0,9,1,270.4667050693688
0,47,0,11,0,314.2833917442323
0,28,0,12,1,299.4221197017045
0,54,0,7,1,175.43197933143117
0,57,1,12,0,304.3876212992644
0,53,1,13,1,176.1497310462364
0,51,1,18,0,292.60629732920825
0,41,0,4,1,327.5441039445792
1,25,1,15,1,201.7020741273585
0,43,0,10,0,320.56810539873555
0,42,0,17,1,388.8136685595948
1,22,0,8,0,245.96974675533903
0,30,1,3,0,280.5998496552704
1,40,0,0,1,347.79976957688206
0,33,0,18,1,190.07719661472726
0,42,0,13,1,184.41419077265724
1,43,1,13,1,292.25646435931435
0,28,1,6,1,117.9844509828159
1,28,1,5,0,392.25695910066753
0,28,0,16,1,118.56830328358006
1,59,1,13,1,85.1165177696291
1,32,1,7,1,220.1341511159946
0,48,0,3,0,191.7179912185561
0,47,0,17,1,355.1256275714545
0,20,1,6,1,164.48132475124447
0,64,0,19,1,368.5754278031984
0,49,0,8,1,101.66049639474284
0,25,0,9,1,357.24142814589993
0,51,1,6,1,238.530812366913
0,62,1,17,1,231.7337148557218
0,25,1,14,1,130.84744423973672
1,21,1,15,1,161.86983875186172
1,37,1,16,1,347.73897519519466
0,19,1,13,1,169.36094731034763
1,23,0,4,0,347.0140212174471
1,23,1,15,1,395.40797213651143
0,33,0,14,1,151.31194347388876
1,39,0,0,1,107.08080450087517
1,55,0,8,1,395.7140485916573
0,55,0,8,1,76.89931885590535
0,55,0,18,1,275.1587048001121
0,22,0,12,1,310.8444681371141
0,31,0,3,1,212.9584342754039
0,41,1,10,1,176.79084518155398
1,26,1,14,1,156.10752123938903
0,26,1,16,1,378.4014438348979
1,35,0,0,1,328.1722599151773
0,61,1,19,0,195.48834314226553
1,18,1,4,0,195.7065502142292
0,41,1,19,1,397.1821152743852
1,44,0,2,1,137.35353055158902
0,47,0,13,0,208.06206009929448
0,41,0,18,1,51.11076448423443
1,59,1,3,1,154.72769241991847
1,49,0,6,1,184.12213577919653
0,48,1,10,0,347.60164032126374
0,50,0,4,0,304.27515684627167
1,45,0,8,1,368.2553421229629
1,31,0,16,0,210.9041658784969
1,39,0,19,1,350.5588463636274
1,32,1,18,1,201.56361310197502
1,58,1,16,1,347.39396385932145
1,52,0,11,0,367.37338226448736
0,47,1,15,1,140.653211344054
1,34,0,10,0,265.404906633318
1,33,1,11,1,279.3246389637408
0,30,1,11,1,149.75963179734083
0,47,1,1,1,342.7924705910619
0,37,1,5,0,154.61248684014447
0,51,0,12,1,183.19386814895802
0,20,1,18,0,136.5445644529372
0,43,0,17,1,275.4402113212426
1,45,1,0,1,270.73033384637546
0,19,1,1,1,340.86197685422843
0,31,1,2,1,143.00751612815498
1,28,1,9,0,379.85365106010414
0,32,1,15,1,279.6760037273333
0,46,0,16,1,342.54072448327724
0,44,0,10,0,174.1355374578231
0,26,1,5,1,216.40637194734109
1,35,0,10,0,203.10467445851782
1,30,0,8,1,313.1052898686363
1,37,1,5,1,243.38160529728526
1,29,1,3,1,192.66253641710773
0,53,1,0,1,362.67455570234057
1,53,1,7,1,284.81153160436895
1,37,0,2,0,228.34112731307232
0,18,1,9,1,70.74666193287295
1,42,0,4,1,330.2581267687592
0,60,1,6,0,359.9185694878626
0,61,0,11,1,367.49511719555977
1,41,1,17,0,157.86164361729897
0,32,0,13,0,147.22173298794064
1,45,0,13,1,323.24559606698523
1,62,1,12,1,235.3039688638645
1,45,0,9,0,292.0924538024856
1,39,1,13,1,182.3371528753293
0,61,1,6,0,232.69474708480547
0,60,1,2,0,366.60872761888726
1,21,1,2,1,227.1890117390763
0,28,1,18,0,111.36915774259836
0,46,1,8,1,300.7781893091459
0,39,0,7,0,289.91005635434993
0,30,0,1,1,104.91038733049247
0,34,1,14,1,276.81794609501674
0,30,1,18,1,232.99187263872514
0,40,0,10,0,340.9064991612432
1,38,0,0,0,109.95527784036489
0,62,0,0,1,347.20871138724806
0,48,1,2,0,276.76282484705416
1,53,0,5,0,139.43342095879578
0,48,0,7,0,151.83740889507646
0,53,1,14,1,107.8108084602937
1,50,0,3,0,187.60334686589403
0,54,1,12,0,364.5648151811979
0,35,1,15,0,93.96160589312458
1,26,0,0,0,170.81510642673467
0,46,1,18,1,147.93509189333355
0,29,1,14,0,280.96113730944273
0,43,0,0,1,59.58331822968687
1,52,0,2,1,114.86045700808974
0,58,1,18,1,378.4565963161483
0,47,0,16,1,143.09096415489182
0,61,0,1,1,106.24824207961066
0,47,1,2,0,128.49327139038724
0,29,0,19,0,192.85688244423494
1,55,1,19,0,81.29521798020978
0,52,0,6,0,169.07596747811397
0,18,0,15,1,173.6621545771743
1,30,1,18,1,228.921870998161
1,21,0,16,1,181.59606186522126
0,50,1,19,1,255.4605877836249
0,41,0,8,1,175.5155355873882
1,23,1,13,1,67.59313888694437
0,35,1,6,0,242.40251602671827
1,58,0,10,1,272.6016220321624
1,58,1,4,1,317.2836863893154
1,36,1,5,1,50.83967994251839
1,63,0,2,0,111.16366846306653
0,62,0,12,1,141.85982611094798
1,22,0,11,1,106.99274067007423
0,43,1,3,1,131.54007737819563
0,34,0,12,1,140.4382738912769
0,37,1,4,1,160.82919179939918
0,34,1,2,0,343.08909949360407
0,34,1,3,0,362.53037212158006
1,52,0,18,1,212.01641649772864
1,47,1,16,1,132.99988133220808
0,40,0,5,1,260.75497599334244
0,61,0,1,1,316.9998489090081
0,57,0,16,1,214.0323663310865
1,49,0,1,1,82.00076574264594
1,38,1,3,0,160.44521337633324
0,46,1,0,1,362.7241934656175
1,63,0,11,1,52.12562724559097
1,26,0,18,1,346.78191167321006
1,30,1,1,0,304.6890902913051
0,38,0,3,1,260.4250722225613
0,34,1,19,1,321.7407578856276
0,63,0,7,0,62.52298531743674
0,59,0,0,0,181.52565524179224
0,31,0,8,1,159.8960489139758
0,50,1,2,1,148.48049034446504
0,41,1,9,1,134.91996629195006
0,64,0,3,1,267.5912268541756
1,31,1,10,1,204.0935306629771
1,45,0,1,1,385.16830629455706
0,37,0,16,1,118.20212565170957
1,64,1,12,1,163.98678021933625
0,38,1,10,1,276.937388934306
1,39,0,12,1,169.55725591953373
1,50,0,3,1,167.824647814932
0,42,1,19,0,69.64119930510832
0,19,0,2,0,81.61418255859957
1,53,1,11,1,62.06725593286827
0,23,1,16,1,56.670512405032916
1,28,0,8,1,121.00594122730148
1,44,0,13,1,92.72828253191548
0,60,0,10,1,146.57728982043017
0,60,1,12,1,85.87552211475679
1,30,1,14,1,309.56734756322834
0,38,1,11,1,60.86874106415993
0,25,0,19,0,359.11577107993713
1,47,0,1,0,195.74264316489564
1,46,0,14,1,156.50037455329525
0,22,0,2,1,51.07940948891943
0,41,0,14,0,305.62126492057365
1,59,1,14,1,97.07730729864731
0,22,0,4,1,124.48431133327273
0,59,0,1,0,370.847443151453
1,40,0,6,1,225.41264096963184
0,34,1,10,0,362.8830754408152
1,29,1,0,1,156.57262947926037
0,31,0,13,1,351.1815657260346
0,19,0,4,1,355.4139482293254
0,41,0,6,1,319.046412827439
1,41,0,19,1,257.7113049379408
0,20,0,3,1,176.7574996744459
0,45,1,18,0,252.02825169674662
0,23,0,3,1,231.18076535131826
1,41,1,10,1,129.85126210676185
1,43,0,6,1,227.0253462549116
1,56,0,14,1,271.4109566039173
0,40,1,3,1,189.59703950330322
1,62,1,13,1,145.2473332969663
1,31,0,0,1,243.35916188968534
0,49,0,9,0,255.99809378967464
0,31,1,0,0,381.35167452691445
0,61,1,13,1,176.73168655712945
0,43,0,2,1,53.64513796998837
0,55,1,6,0,74.17014032876838
0,40,0,9,1,57.064844564327124
1,40,0,7,1,333.5020093436022
0,50,0,17,1,91.28244510259063
0,23,0,16,0,354.21161989771133
0,42,1,11,0,338.17231751556164
0,45,0,12,1,317.82983054880816
1,21,0,3,1,194.28461000286143
1,27,0,1,0,378.1668660172994
1,22,1,8,0,324.79372502844393
1,38,1,14,1,370.48201386299104
0,48,1,14,1,254.00175432242537
0,27,0,10,1,312.6364461537208
0,29,1,10,1,176.7595695269606
1,39,1,1,0,172.41099087626608
0,48,0,6,1,324.53262850368145
0,23,1,0,1,169.60150254718474
1,18,0,15,1,171.50539974231668
0,35,1,2,0,350.97771381154035
1,49,0,10,1,289.95008812697375
1,43,0,7,1,238.2152206337252
1,24,1,17,1,215.5506043161735
0,46,1,12,0,275.748661710767
1,23,1,5,1,304.0393273366019
0,49,0,17,1,168.252690508251
1,18,0,11,0,171.51405193115255
1,58,0,13,0,159.9596246107808
1,51,0,10,0,111.33606131676277
1,35,1,5,0,108.67798316968413
1,33,0,17,0,392.7752089512882
0,22,1,18,1,248.75790532029004
1,31,1,3,1,242.3035304281583
0,38,1,10,0,333.86401055277145
0,28,1,5,1,110.77349192102365
0,38,1,13,0,197.85171207659826
0,63,0,19,0,96.25976753985012
1,34,0,9,1,179.3178643058693
0,61,0,3,0,210.47929510072393
0,50,1,14,1,79.78380210608378
0,40,0,10,1,338.7633228921661
0,59,1,8,1,82.95126043711963
1,43,0,2,0,359.7159146105965
0,60,1,1,0,80.11248590397446
1,42,1,15,1,284.60719903953367
1,51,1,12,1,245.6457686410782
0,54,0,3,1,387.533479088907
0,36,0,12,1,346.7713128170932
0,63,0,17,1,286.01608107956594
0,42,1,15,0,168.94842271560378
1,24,1,9,1,52.59215655819881
1,36,1,14,0,346.0161031270975
0,58,1,5,0,144.22525615361332
